what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ecf,2.0.0.v20080611-1715,org.eclipse.ecf,1233425072309
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.2.R34x_v20080825,org.eclipse.equinox.p2.extensionlocation,1233425072837
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.1.R34x_v20080808-1156,org.eclipse.equinox.p2.updatesite,1233425072852
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.0.2.R34x_v20080808-1156,org.eclipse.equinox.p2.artifact.repository,1233425073068
started,bundle,org.eclipse.equinox.p2.metadata.generator,1.0.1.R34x_v20080819,org.eclipse.equinox.p2.metadata.generator,1233425073113
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,1.0.2.R34x_v20080910,org.eclipse.equinox.p2.touchpoint.eclipse,1233425140892
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425326686
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.1.R34x_v20080818,org.eclipse.equinox.p2.ui.sdk.update,1233425326723
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425326997
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425528392
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425532016
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425556408
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.1.R34x_v20080818,org.eclipse.equinox.p2.ui.sdk.update,1233425556430
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425556701
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425565496
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425604433
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425610786
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1233425610861
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1233425610878
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1233425610946
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425611072
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1233425611328
stopped,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1233425611355
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1233425611356
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1233425611356
