what,kind,bundleId,bundleVersion,description,time
started,bundle,eclipseme.core,1.7.9,eclipseme.core,1233425646054
started,bundle,eclipseme.core.hooks,1.6.5,eclipseme.core.hooks,1233425646054
started,bundle,eclipseme.ui,1.7.8,eclipseme.ui,1233425646054
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425648539
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425669496
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1233425672894
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1233425673637
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233425674439
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233425674598
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.edit.text.openLocalFile,1233425674642
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1233425674652
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1233425674974
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1233425674996
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1233425675105
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1233425676854
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1233425677385
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1233425677526
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233425678420
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425694387
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425695774
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425705559
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425769069
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425785126
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233425788930
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1233425788946
