what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426309909
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426311242
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426311355
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426311379
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426313809
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426319270
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426324684
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426324794
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426326979
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1233426335412
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1233426335746
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426350806
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426368982
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426378625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426381358
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426412958
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426415166
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426415229
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426476559
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426479409
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426501032
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1233426501194
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1233426501218
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.edit.text.openLocalFile,1233426501227
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426512362
