what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427013638
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427013792
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427018463
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427020451
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427028731
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427035136
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427036505
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427036814
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427037034
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427037108
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427038882
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427041460
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427062606
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427070827
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427076942
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427078034
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427078402
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427078653
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427087589
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427090789
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427092885
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427097969
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427101802
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427101870
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427101877
