what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426846846
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233426852005
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426852829
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233426854432
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1233426854488
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1233426855420
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426856866
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1233426862477
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1233426862513
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426864235
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426865737
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1233426865738
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426866691
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426867814
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426868061
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426872633
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426872711
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426872721
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426875603
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426875689
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426883688
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426892104
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233426892933
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426895504
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426902548
