what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427170333
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427171245
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233427174373
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427175048
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233427175619
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427181781
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427181893
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427181894
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427183227
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427184273
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427184641
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427184851
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233427190515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427218133
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427265091
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233427274399
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427277194
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427278737
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1233427278744
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233427278744
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233427286133
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1233427289760
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1233427289849
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427289865
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427291384
