what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233428462836
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233428464972
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233428489425
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233428520061
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233428522011
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233428529027
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233428537564
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.showInformation,1233428537593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233428543910
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233428575533
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233428576853
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1233428576883
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1233428576889
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1233428576896
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233428577037
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1233428577242
stopped,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1233428577244
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1233428577248
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1233428577248
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1233428577248
stopped,bundle,eclipseme.toolkit.me4se,1.7.7,eclipseme.toolkit.me4se,1233428577249
stopped,bundle,eclipseme.toolkit.microemu,1.7.8,eclipseme.toolkit.microemu,1233428577249
stopped,bundle,eclipseme.toolkit.motorola,1.7.7,eclipseme.toolkit.motorola,1233428577250
stopped,bundle,eclipseme.toolkit.mpowerplayer,1.7.7,eclipseme.toolkit.mpowerplayer,1233428577251
stopped,bundle,eclipseme.toolkit.uei,1.7.8,eclipseme.toolkit.uei,1233428577251
