what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.cheatsheets,3.3.101.v20080702_34x,org.eclipse.ui.cheatsheets.views.CheatSheetView,1233358865093
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233358872800
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1233358873008
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.200.v200805221400,org.eclipse.wst.common.frameworks.ui,1233358878040
started,bundle,org.eclipse.wst.validation.ui,1.2.1.v200807292117,org.eclipse.wst.validation.ui,1233358878043
started,bundle,org.eclipse.wst.validation,1.2.2.v200809050219,org.eclipse.wst.validation,1233358878069
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.3.v200809102124,org.eclipse.wst.common.project.facet.core,1233358878082
started,bundle,org.eclipse.emf.common,2.4.0.v200808251517,org.eclipse.emf.common,1233358878187
started,bundle,org.eclipse.emf.ecore,2.4.1.v200808251517,org.eclipse.emf.ecore,1233358878212
started,bundle,org.eclipse.jem.util,2.0.100.v200805140020,org.eclipse.jem.util,1233358878229
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1233358878230
started,bundle,org.eclipse.wst.xml.core,1.1.305.v200809120354,org.eclipse.wst.xml.core,1233358878253
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200805140200,org.eclipse.wst.dtd.core,1233358878254
started,bundle,org.eclipse.wst.xsd.core,1.1.301.v200807240448,org.eclipse.wst.xsd.core,1233358878258
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233358878306
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233358884114
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1233358893382
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1233358894903
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1233358895240
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1233358895491
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233358896154
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233358902808
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233358912310
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233358914454
activated,view,org.eclipse.ui.cheatsheets,3.3.101.v20080702_34x,org.eclipse.ui.cheatsheets.views.CheatSheetView,1233358917470
