what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1233426948068
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1233426948194
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1233426948194
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426948241
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426951604
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426951660
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426953241
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426954878
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426956645
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426956881
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426959335
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426959608
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426959822
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426959981
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233426963430
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426968831
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233426973929
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426991587
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233426993677
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233427000594
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233427000736
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1233427007304
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427011734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427013033
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233427013408
