what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help.base,3.3.101.M20080728_34x,org.eclipse.help.base,1233358742233
started,bundle,org.eclipse.help.ui,3.3.101.M20080715_34x,org.eclipse.help.ui,1233358742248
opened,view,org.eclipse.ui.cheatsheets,3.3.101.v20080702_34x,org.eclipse.ui.cheatsheets.views.CheatSheetView,1233358742292
activated,view,org.eclipse.ui.cheatsheets,3.3.101.v20080702_34x,org.eclipse.ui.cheatsheets.views.CheatSheetView,1233358742326
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.perspectives.showPerspective,1233358765386
started,bundle,org.eclipse.debug.core,3.4.0.v20080612,org.eclipse.debug.core,1233358780260
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1233358780337
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233358783653
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1233358790145
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1233358790641
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1233358790646
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233358790907
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233358806741
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233358834767
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1233358834821
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1233358838568
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233358838794
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233358839160
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1233358839193
activated,view,org.eclipse.ui.cheatsheets,3.3.101.v20080702_34x,org.eclipse.ui.cheatsheets.views.CheatSheetView,1233358843432
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233358852649
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233358853785
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233358855727
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1233358856111
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233358861371
